title,price,size,unit,streetAddress,addressLocality,addressRegion,time_update,post_id,direction,listing_type,road_width,property_type,legal_documents,width,length,num_floors,num_bedrooms,has_dining_room,has_kitchen,has_rooftop,has_parking,is_owner
"Bán Tòa Văn Phòng 6 tầng mặt tiền Nguyễn Hữu Thọ,gần Phan Đăng Lưu,thu nét 45 triệu/tháng","21,5 tỷ",125,m²,Đường Nguyễn Hữu Thọ,Phường Hòa Cường,Đà Nẵng,2025-10-20,17467385,,Cần bán,33m,Nhà mặt tiền,,5m,25m,6,,,,,,
NHÀ 2 TẦNG MỚI ĐẸP KHUÊ ĐÔNG – NGŨ HÀNH SƠN – VIEW SÔNG MÁT MẺ – FULL NỘI THẤT ĐẸP,"5,99 tỷ",100,m²,Đường Khuê Đông,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-20,17529849,,Cần bán,"7,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,3,,,,,
"🌿 BÁN LÔ ĐẤT CỰC ĐẸP  MT 7,5M  -  LƯU QUANG VŨ – NGŨ HÀNH SƠN, ĐÀ NẴNG 🌿","5,1 tỷ",100,m²,Đường Lưu Quang Vũ,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-20,17530863,Tây Bắc,Cần bán,"7,5m","Đất thổ cư, đất ở",,5m,20m,,,,,,,
"-Bán lô đất kẹp kiệt thoáng, mặt tiền Huỳnh Ngọc Huệ, gần Hà Huy Tập, DT 100m2- Giá 8,2 Tỷ","8,2 tỷ",100,m²,Đường Huỳnh Ngọc Huệ,Phường An Khê,Đà Nẵng,2025-10-20,17498290,,Cần bán,10m,Nhà mặt tiền,,"4,8m","18,5m",,,,,,,
"Chính chủ cần bán Gấp nhà hẻm oto Hồ Hảo Hớn, quận 1 (72,6m2). Giá 6Tỷ260 (còn TL)","6,26 tỷ",73,m²,Đường Hồ Hảo Hớn,Phường Cầu Ông Lãnh,Hồ Chí Minh,2025-10-20,17043654,Đông Nam,Cần bán,5m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m","17,5m",1,1,yes,yes,yes,yes,
SIÊU PHẨM _TRUNG TÂM PHỐ SÀI ĐỒNG NHÀ ĐẸP 6TẦNG x65m THANG MÁY_NGÕ Ô TÔ TRÁNH-Kinh Doanh,"18,4 tỷ",65,m²,Đường Sài Đồng,Phường Phúc Lợi,Hà Nội,2025-10-20,17091262,,Cần bán,"4,5m",Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"7,2m",9m,6,4,yes,yes,yes,yes,
Căn DUY NHẤT_CC Blue Thành Trung-75m Lô Góc 2PN 2 WC - View Phố và Hồ- chỉ hơn 5 (Tầng Tru,"5,125 tỷ",75,m²,Phố Thành Trung,Xã Gia Lâm,Hà Nội,2025-10-20,17526066,Đông Bắc,Cần bán,3m,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,"5,5m",15m,14,2,yes,yes,,yes,
⚡ MẶT PHỐ CỬU VIỆT -TRÂU QUỲ-61m 3 Tầng Vỉa Hè -KINH DOANH NGÀY ĐÊM,"16,7 tỷ",61,m²,Đường Cửu Việt,Xã Gia Lâm,Hà Nội,2025-10-20,17397583,,Cần bán,8m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,15m,3,3,yes,yes,yes,yes,
BÁN NHÀ 3 TẦNG 3 MÊ – KIỆT 505 HOÀNG DIỆU – NGAY CHỢ MỚI – HÒA THUẬN ĐÔNG – HẢI CHÂU,"6,3 tỷ",85,m²,Đường Hoàng Diệu,Phường Hòa Cường,Đà Nẵng,2025-10-20,17523697,Đông,Cần bán,3m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,2m",16m,3,4,,,,,
BÁN NHÀ KIỆT CÙ CHÍNH LAN - THANH KHÊ.,"4,4 tỷ",110,m²,Đường Cù Chính Lan,Phường Thanh Khê,Đà Nẵng,2025-10-20,17529283,,Cần bán,"2,5m",Nhà trong hẻm,,5m,21m,1,2,,,,,
"🏠 Cơ hội hiếm: Nhà cấp 4 Triệu Việt Vương, Đà Lạt – pháp lý chuẩn, giá đầu tư","5,2 tỷ",108,m²,Đường Triệu Việt Vương,Phường Xuân Hương - Đà Lạt,Lâm Đồng,2025-10-20,17529336,,Cần bán,3m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,5m","16,47m",1,3,,,,,
"🔥 Nhà Đẹp 3 Lầu, Hẻm Xe Hơi Đường Phù Đổng Thiên Vương, P.08 Đà Lạt – Full Nội Thất","10,5 tỷ",103,m²,Đường Phù Đổng Thiên Vương,Phường Lâm Viên - Đà Lạt,Lâm Đồng,2025-10-20,17504940,,Cần bán,5m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,3,6,,,,,
"🔥 Nhà Đẹp Trung Tâm Đà Lạt – Hẻm Xe Hơi 6m, Nguyễn Thị Nghĩa, 5PN, Sổ Riêng, 16.5 Tỷ!","16,5 tỷ",84,m²,Đường Nguyễn Thị Nghĩa,Phường Xuân Hương - Đà Lạt,Lâm Đồng,2025-10-20,17505510,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,19m,3,5,yes,yes,yes,yes,
"🔥 Siêu Phẩm Villa Nghỉ Dưỡng Đường 3 Tháng 4, Đà Lạt – View Đẹp, Giá Cực Tốt 14 Tỷ!",14 tỷ,213,m²,Đường 3 tháng 4,Phường Xuân Hương - Đà Lạt,Lâm Đồng,2025-10-20,17505846,,Cần bán,5m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"12,24m","21,27m",1,5,,,,,
"🏡 Siêu phẩm biệt thự 220m² tại Đà Lạt – Hẻm xe hơi, đã hoàn công, sổ hồng riêng",11 tỷ,220,m²,Đường Phước Thành,Phường Lang Biang - Đà Lạt,Lâm Đồng,2025-10-20,17512259,,Cần bán,5m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,12m,18m,1,4,yes,yes,yes,yes,
"🏡 Cần Bán Villa/Biệt Thự Hẻm Xe Hơi Đường Nam Hồ, P.11, Đà Lạt – Sổ Hồng Riêng, View Đẹp","11,5 tỷ",200,m²,Đường Nam Hồ,Phường Xuân Trường - Đà Lạt,Lâm Đồng,2025-10-20,17461686,,Cần bán,5m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,20m,1,4,,,,,
"TÔI CẦN BÁN GẤP NHÀ GIẢM SÂU 500 TRIỆU - VÕ VĂN TẦN, P.5, QUẬN 3. GIÁ 6.55TỶ/69M2 - 3LẦU.","6,55 tỷ",69,m²,Đường Võ Văn Tần,Phường Bàn Cờ,Hồ Chí Minh,2025-10-20,17409331,,Cần bán,8m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,6m",15m,3,5,yes,yes,yes,yes,
"CHÍNH CHỦ NGỘP VỐN BÁN NHÀ XÂY MỚI 100% HXH NGÔ ĐỨC KẾ, BÌNH THẠNH. GIÁ 4.57TỶ/70,3M2-3LẦU","4,57 tỷ",70,m²,Đường Ngô Đức Kế,Phường Bình Thạnh,Hồ Chí Minh,2025-10-20,17391841,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,6m","15,3m",3,4,yes,yes,yes,yes,
"CHÚ HAI CẦN TIỀN CHỮA BỆNH BÁN GẤP NHÀ NGUYỄN THỊ MINH KHAI, QUẬN 1. GIÁ 5TỶ500/59M2- SHR.","4,5 tỷ",67,m²,Đường Nguyễn Thị Minh Khai,Phường Tân Định,Hồ Chí Minh,2025-10-20,17434036,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m",16m,3,5,yes,yes,yes,yes,
🔥 ĐỘC QUYỀN SIÊU PHẨM LÔ GÓC 3 MẶT THOÁNG – NHÀ ĐẸP THẾ LỮ – GẦN BIỂN VÀ CẦU SÔNG HÀN 💎,"11,5 tỷ",90,m²,Đường Thế Lữ,Phường An Hải,Đà Nẵng,2025-10-20,17533547,,Cần bán,"5,5m",Nhà mặt tiền,,"7,5m",,3,5,yes,yes,yes,yes,
"Hangg Hiếm có duy nhất 1 lô 52,9m tại Văn Giang. Lõi đô Thị và giáp vd4. Chỉ 1,7tỷ","1,7 tỷ",53,m²,Đường Trục A,Xã Mễ Sở,Hưng Yên,2025-10-20,17150092,Đông Nam,Cần bán,3m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"4,07m",13m,,,,,,,
Căn 2PN Symphony view trực diện sông Hàn chủ cần bán nhanh với giá cực tốt !,"8,2 tỷ",86,m²,Đường Trần Hưng Đạo,Phường Sơn Trà,Đà Nẵng,2025-10-20,17521050,,Cần bán,,Căn hộ chung cư,,,,30,2,,,,,
Trục chính Tân Dân. 128m Bãi sậy 2. Chỉ với 32tr/m. Đường 3 oto tránh. Sát khu đấu giá hot,32 triệu / m²,128,m²,,Xã Triệu Việt Vương,Hưng Yên,2025-10-20,16166470,,Cần bán,11m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"5,3m",24m,,,,,,,
"Mảnh đất siêu đẹp tại Lạc Thuỷ , Đông kết. Vuông văn và giá đầu tư tại khu vực",21 triệu / m²,133,m²,Đường Nguyễn Khoái,Xã Khoái Châu,Hưng Yên,2025-10-20,16080129,Đông Nam,Cần bán,5m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,26m,,,,,,,
Chị gái cần bán 78m siêu đẹp.MT=6m. Cực vuông vắn giáp VD4.siêu đẹp giá đầu tư tốt ….,37 triệu / m²,78,m²,Đường Trục A,Xã Văn Giang,Hưng Yên,2025-10-20,17326961,Nam,Cần bán,4m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,6m,13m,,,,,,,
"Bán 83m Thành Công Khoái Châu, full thổ giá chỉ 1ty150tr. Giáp đường di sản và sân golf..","1,15 tỷ",82,m²,Đường Nguyễn Khoái,Xã Chí Minh,Hưng Yên,2025-10-20,16753340,Đông Nam,Cần bán,4m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"4,4m",19m,,,,,,,
"Chỉ 5,95 tỷ có ngay NHÀ MỚI ĐẸP 3 lầu hẻm xe hơi Phan Huy Ích, Gò Vấp - 3 Phòng ngủ","5,95 tỷ",55,m²,Đường Phan Huy Ích,Phường An Hội Tây,Hồ Chí Minh,2025-10-20,17440625,,Cần bán,5m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,,3,3,,,,,
"Chỉ 7,45 tỷ có ngay nhà 5 tầng nhà mới Nguyễn Công Hoan - Phan Xích Long - 4 phòng ngủ vào","7,45 tỷ",45,m²,Đường Nguyễn Công Hoan,Phường Cầu Kiệu,Hồ Chí Minh,2025-10-20,17495314,,Cần bán,3m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,,4,4,,,,,
Chỉ 23.8 tỷ có ngay HXH Luỹ Bán Bích - Phường Tân Thành - Tân Phú - DT 12x23m,"23,8 tỷ",300,m²,Đường Lũy Bán Bích,Phường Tân Sơn Nhì,Hồ Chí Minh,2025-10-20,17301540,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,12m,25m,1,4,,,,,
"VỢ CHỒNG TRẺ, MUA NHÀ TRƯỚC 30 TUỔI LÀ HOÀN TOÀN CÓ THỂ!","1,98 tỷ",96,m²,Đường Huỳnh Văn Nghệ,Phường Trấn Biên,Đồng Nai,2025-10-20,17508115,,Cần bán,7m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",21m,2,3,yes,yes,,yes,
NHÀ LẦU NGAY TRƯỜNG ĐẠI HỌC LẠC HỒNG ĐƯỜNG HUỲNH VĂN NGHỆ GIÁ CHỈ 1TY980 THƯƠNG LƯỢNG MẠNH,"1,98 tỷ",96,m²,Đường Huỳnh Văn Nghệ,Phường Trấn Biên,Đồng Nai,2025-10-20,17490661,,Cần bán,7m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",21m,2,4,yes,yes,yes,yes,
"Siêu Vị Trí Trung Tâm – Nhà MT Cô Giang, Quận 1, Đối Diện Novaland, Gía Chỉ 35 Tỷ",35 tỷ,74,m²,Đường Cô Giang,Phường Cầu Ông Lãnh,Hồ Chí Minh,2025-10-20,17530128,,Cần bán,20m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,85m","20,45m",5,5,,,,,
"SIÊU PHẨM TÒA NHÀ MẶT TIỀN NGUYỄN ĐÌNH CHIỂU, PHƯỜNG 6, QUẬN 3 - HẦM 10 TẦNG -HĐT: 13.000",179 tỷ,160,m²,Đường Nguyễn Đình Chiểu,Phường Xuân Hòa,Hồ Chí Minh,2025-10-20,17529670,,Cần bán,20m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"8,2m","19,5m",10,10,,,,,
"Siêu Vị Trí Kinh Doanh – Nhà MT Vạn Kiếp, Bình Thạnh, 4 Lầu. Giá Chỉ 16 tỷ Thương Lượng",16 tỷ,47,m²,Đường Vạn Kiếp,Phường Gia Định,Hồ Chí Minh,2025-10-20,17529760,,Cần bán,20m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,5m","13,3m",4,4,,,,,
🏡 MẬU LƯƠNG -SIÊU PHẨM LÔ GÓC 3 THOÁNG – ĐƯỜNG THÔNG TỨ TUNG – KINH DOANH ĐỈNH,"6,3 tỷ",38,m²,Đường Mậu Lương,Phường Kiến Hưng,Hà Nội,2025-10-20,17533428,,Cần bán,"3,5m",Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m",9m,5,3,,,,,
CẬP NHẬT QUỸ CĂN BÁN KHU TÂY HỒ – HÀ NỘI,100 tỷ,315,m²,Đường Âu Cơ,Phường Tây Hồ,Hà Nội,2025-10-20,17136058,Đông Bắc,Cần bán,40m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,"31,5m",5,5,yes,yes,yes,yes,
"Bán nhà căn hộ 8 tầng khu Láng Hạ - Kim Mã Giảng Võ, Ba Đình, Hà Nội",90 tỷ,145,m²,Đường Giảng Võ,Phường Giảng Võ,Hà Nội,2025-10-20,17512752,Đông Nam,Cần bán,4m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,18m,8,23,yes,yes,yes,yes,
"HIẾM+DUY NHẤT,MẶT PHỐ LINH LANG,BĐ, TRUNG TÂM NGƯỜI HÀN+NHẬT, 84/90M2+5T+MT7M=65 TỶ",65 tỷ,84,m²,Phố Linh Lang,Phường Ngọc Hà,Hà Nội,2025-10-20,17523551,,Cần bán,00m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,,5,4,yes,yes,yes,yes,
"CHÍNH CHỦ BÁN CĂN GÓC 2PN VIEW BIỂN + PHÁO HOA KHU CC CAO CẤP THE SUMMIT - DT 71,8M2","3,65 tỷ",72,m²,Đường Ngô Quyền,Phường Sơn Trà,Đà Nẵng,2025-10-20,16639542,,Cần bán,,Căn hộ chung cư,,,,,,,,,,
"CHÍNH CHỦ BÁN NHÀ ĐẤT MẶT TIỀN ĐANG KINH DOANH TỐT ĐƯỜNG HAI BÀ TRƯNG, PHƯỜNG 6, TP ĐÀ LẠT",52 tỷ,378,m²,Đường Hai Bà Trưng,Phường Cam Ly - Đà Lạt,Lâm Đồng,2025-10-20,10587713,,Cần bán,,"Đất thổ cư, đất ở",,,,,,,,,,
"🌟 BÁN 2 LÔ ĐẤT ĐẸP GIÁ RẺ GẦN QUỐC LỘ 14B – HÒA NHƠN, HÒA VANG, ĐÀ NẴNG 🌟","1,6 tỷ",159,m²,Quốc Lộ 14B,Xã Bà Nà,Đà Nẵng,2025-10-20,17509481,Nam,Cần bán,3m,"Đất thổ cư, đất ở",,"6,5m",,,,,,,,
40m 14.4 tỷ mặt ngõ oto Lạc Long Quân sau Quận Uỷ phân lô nhà 4 tầng sẵn siêu hiếm,"14,4 tỷ",40,m²,Đường Lạc Long Quân,Phường Tây Hồ,Hà Nội,2025-10-20,16453856,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,,4,3,yes,yes,yes,yes,
Chính chủ bán nhà phố Lạc Long Quân 40m 14.4 tỷ siêu đẹp oto tải qua nhà gần Lotte Mall,"14,4 tỷ",40,m²,Đường Lạc Long Quân,Phường Tây Hồ,Hà Nội,2025-10-20,16462025,,Cần bán,5m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,,4,4,yes,yes,yes,yes,
"Đất sổ đỏ, đường ôtô tránh, đón sóng 2026, gần Vành Đai 4, gần ga Metro số 5, Đại Lộ Thăng","94,74 triệu / m²",47,m²,,Xã Sơn Đồng,Hà Nội,2025-10-20,17454129,,Cần bán,0m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,,,,,,,,
"BÁN GẤP NHÀ RIÊNG: 1 TRỆT + 1 LẦU ĐÚC, 02PN + 02 WC, QUẬN BÌNH THẠNH.","3,05 tỷ",55,m²,Đường Bình Quới,Phường Bình Quới,Hồ Chí Minh,2025-10-20,12807758,,Cần bán,"2,5m",Nhà trong hẻm,,"4,34m","12,69m",1,2,,yes,,,
"ĐẤT NÀY MÌNH CHÍNH CHỦ BÁN VỊ TRÍ ĐẸP, DT 237M2 CÓ 118M2 THỔ CƯ TẠI TX PHÚ MỸ","2,7 tỷ",237,m²,,Phường Tân Thành,Hồ Chí Minh,2025-10-20,10899761,,Cần bán,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"9,6m","24,7m",,,,,,,yes
"CHÍNH CHỦ CẦN BÁN LÔ ĐẤT GIÁ RẺ TẠI HÒA NGHĨA, DƯƠNG KINH 🔥",750 triệu,54,m²,,Phường Dương Kinh,Hải Phòng,2025-10-20,17513982,Tây,Cần bán,"2,8m","Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,4m,"13,5m",,,,,,,yes
"Đất Phường Hoà Bình chỉ 1,x tỷ","1,29 tỷ",63,m²,,Phường Hòa Bình,Hải Phòng,2025-10-20,15986147,,Cần bán,4m,"Đất thổ cư, đất ở",,"4,3m",,,,,,,,
"GIẢM NGAY 300 TRIỆU CHO CĂN NHÀ NẰM NGAY TRÊN MẶT TIỀN TRẦN BÌNH TRỌNG, QUẬN 5 - GIÁ: 4.05","4,05 tỷ",90,m²,Đường Trần Bình Trọng,Phường Chợ Quán,Hồ Chí Minh,2025-10-20,16582512,,Cần bán,6m,Nhà trong hẻm,,6m,15m,2,5,yes,yes,yes,yes,
"BÁN NHÀ GIÁ NGỘP TRÊN ĐƯỜNG TRẦN NHẬT DUẬT, QUẬN 1 - GIÁ: 5,09TỶ/ 51,6M2. CHO THUÊ 16TR","5,09 tỷ",52,m²,Đường Trần Nhật Duật,Phường Tân Định,Hồ Chí Minh,2025-10-20,17478362,,Cần bán,5m,Nhà trong hẻm,,5m,10m,2,4,yes,yes,yes,yes,
"Chính chủ lô đất trục chính hai vân phường vân dương đt 81 Mt 5,1 m","3,75 tỷ",81,m²,,Phường Nam Sơn,Bắc Ninh,2025-10-20,17533276,Bắc,Cần bán,14m,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,"5,1m",16m,,,,,,,
Bán nhà mặt tiền Quách Văn Tuấn vị trí đẹp ngay siêu thị LotteMart Cộng Hòa K300 4 tầng,"27,5 tỷ",109,m²,Đường Quách Văn Tuấn,Phường Bảy Hiền,Hồ Chí Minh,2025-10-20,16887162,,Cần bán,12m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,,4,5,,,,,
"Bán biệt thự CMT8, P7, Tân Bình. DT: 11x34m giảm từ 72 còn 65.9 tỷ TL","65,9 tỷ",324,m²,Đường Cách Mạng Tháng Tám,Phường Tân Sơn Nhất,Hồ Chí Minh,2025-10-20,16273017,,Cần bán,6m,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,,3,5,,,,,
"Bán nhà mặt tiền vị trí đẹp đường Nguyễn Thái Bình, P4, Tân Bình. DT: 7.5m x 18m",24 tỷ,102,m²,Đường Nguyễn Thái Bình,Phường Tân Sơn Nhất,Hồ Chí Minh,2025-10-20,17147124,,Cần bán,10m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,,1,2,,,,,
"Bán nhà mặt tiền chợ Vải đường Phạm Phú Thứ, DT: 5m x 25m hầm 5 lầu thang máy giảm 10 tỷ",32 tỷ,121,m²,Đường Phạm Phú Thứ,Phường Bảy Hiền,Hồ Chí Minh,2025-10-20,17156924,,Cần bán,10m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,,5,5,,,,,
"VỊ TRÍ SÂN BAY NHÀ HẺM 25 CỬU LONG, ĐẤT 91M2. XÂY DỰNG CHỈ TIÊU: 5 TẦNG GIÁ 15 TỶ",15 tỷ,91,m²,Đường Cửu Long,Phường Tân Sơn Hòa,Hồ Chí Minh,2025-10-20,17527692,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,,2,3,,,,,
"Bán nhà MTKD đường Hoàng Hoa Thám, P13, Tân Bình. DTCN: 117 m2 4 tầng giá 28.3 tỷ TL","28,3 tỷ",117,m²,Đường Hoàng Hoa Thám,Phường Tân Bình,Hồ Chí Minh,2025-10-20,16985745,,Cần bán,12m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,,4,4,,,,,
MẶT TIỀN SƠN TRÀ - NGAY CẦU RỒNG  - 7.5 TỶ,"7,5 tỷ",50,m²,Đường An Trung Đông 6,Phường An Hải,Đà Nẵng,2025-10-20,17366599,,Cần bán,"5,5m",Nhà mặt tiền,,,,3,3,,,,,
"💥BÁN NHÀ 2 MT TRUNG TÂM PHƯỜNG 4, NGANG 8M  VŨNG TÀU – GIÁ CHỈ 85TR/M2",85 triệu / m²,234,m²,Đường Cô Giang,Phường Vũng Tàu,Hồ Chí Minh,2025-10-20,17519074,Tây Nam,Cần bán,20m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,30m,,,,,,,
"Bán lô góc cực đẹp tại Hoa Động nằm trên trục liên thôn 76m giá chỉ 3,2x tỷ.","3,25 tỷ",76,m²,Đường Liên Thôn,Phường Thủy Nguyên,Hải Phòng,2025-10-20,16493873,,Cần bán,7m,"Đất thổ cư, đất ở",,,,,,,,,,
"Siêu phẩm mới tinh giá tốt nhất thị trường.Lô trục thôn Lâm Động 72,3m đường 8m giá 3,1 ty","3,1 tỷ",73,m²,,Phường Thiên Hương,Hải Phòng,2025-10-20,17390612,,Cần bán,8m,"Đất nền, liền kề, đất dự án",,,,,,,,,,
"BÁN TẤT CẢ CÁC LÔ TẠI ÁP TRÀN- BẮC SÔNG CẤM đủ vị trí đủ diện tích GIÁ TỪ 3,4x tỷ","3,35 tỷ",60,m²,Đường Án Tràn,Phường Thủy Nguyên,Hải Phòng,2025-10-20,14017371,,Cần bán,12m,"Đất thổ cư, đất ở",,,,,,,,,,
Bán 99m thôn Nhân nôi. Giáp Vin 2.3. Giá đầu tư cực tốt. Chỉ 3.35ty,"3,35 tỷ",99,m²,Đường Trục B,Xã Văn Giang,Hưng Yên,2025-10-20,16584692,Đông Nam,Cần bán,4m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,19m,,,,,,,
BÁN NHÀ -MẶT PHỐ NGỌC LÂM 53M -LÔ GÓC-KINH DOANH- SẦM UẤT NGÀY ĐÊM - DÒNG TIỀN 30TR/TH,26 tỷ,53,m²,Đường Ngọc Lâm,Phường Bồ Đề,Hà Nội,2025-10-20,17533148,,Cần bán,15m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,16m,4,3,yes,yes,yes,yes,
NHÀ ĐẸP #LÔ GÓC #Ô TÔ TRÁNH#SÀI ĐỒNG #PHÚC LỢI.DT 105 M2 MT 7M GIÁ KHOẢNG 22.5 TỶ.,200 triệu / m²,105,m²,Đường Sài Đồng,Phường Phúc Lợi,Hà Nội,2025-10-20,17533141,,Cần bán,12m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,15m,4,5,yes,yes,yes,yes,
💎 SIÊU PHẨM NHÀ PHỐ 3 TẦNG MẶT TIỀN TỐNG PHƯỚC PHỔ – LIỀN KỀ QUẢNG TRƯỜNG 2/9 💎,"10,9 tỷ",83,m²,Đường Tống Phước Phổ,Phường Hòa Cường,Đà Nẵng,2025-10-20,17533138,,Cần bán,"5,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,,3,4,yes,yes,yes,yes,
Xuất Hiện Biệt thự xây mới 8mx10m Ngay Bửu Long cách Bến Xe Biên Hòa 7p,"2,15 tỷ",80,m²,Đường Huỳnh Văn Nghệ,Phường Trấn Biên,Đồng Nai,2025-10-20,17460239,,Cần bán,8m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,10m,1,3,yes,yes,yes,yes,
"CHUNG CƯ ECOGREEN(286 NGUYỄN XIỂN)DT80M,TẦNG TRUNG,FULL NT Ở NGAY,GIÁ NHỈNH 6 TỶ",6 tỷ,80,m²,Đường Nguyễn Xiển,Phường Thanh Liệt,Hà Nội,2025-10-20,17531248,,Cần bán,12m,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,9m,9m,10,2,yes,yes,yes,yes,
BÁN NHÀ C4 MẶT TIỀN ĐƯỜNG NGUYỄN THỊ BA,"6,6 tỷ",85,m²,Đường Nguyễn Thị Ba,Phường Sơn Trà,Đà Nẵng,2025-10-20,17529921,Tây Bắc,Cần bán,"5,5m","Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,17m,,,,,,,
BÁN LÔ ĐẤT ĐẸP ĐƯỜNG NGUYỄN KHẮC CẦN,"7,6 tỷ",125,m²,Đường Nguyễn Khắc Cần,Phường Sơn Trà,Đà Nẵng,2025-10-20,16507588,Đông Bắc,Cần bán,"7,5m","Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,25m,,,,,,,
"Bán đất Bà Rịa, ngay sau lưng bệnh viện thành phố, 120m2 - 1 tỷ hơn","1,5 tỷ",120,m²,Đường A1,Phường Tam Long,Hồ Chí Minh,2025-10-20,17533103,,Cần bán,15m,"Đất thổ cư, đất ở",,,,,,,,,,
"BÁN TÒA CĂN HỘ ĐƯỜNG AN MỸ, DÒNG TIỀN ỔN ĐỊNH, NGAY CẦU RỒNG DU LỊCH SẦM UẤT",14 tỷ,78,m²,Đường An Mỹ,Phường An Hải,Đà Nẵng,2025-10-20,17530218,,Cần bán,"5,5m",Nhà mặt tiền,,"4,5m",18m,5,8,,,,,
"BÁN LÔ ĐẤT TRẦN BẠCH ĐẰNG, GẦN LÂM HOÀNH, BIỂN MỸ KHÊ",25 tỷ,100,m²,Đường Trần Bạch Đằng,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-20,17530283,,Cần bán,10m,Nhà mặt tiền,,"4,5m",21m,,,,,,,
Tôi cần bán mảnh đất 315m2 tại thôn Ké Mới xã Suối Hai không qua trung gian,"1,95 tỷ",315,m²,,,Hà Nội,2025-10-20,17285421,,Cần bán,5m,"Đất thổ cư, đất ở",,,,,,,,,,
Tôi chính chủ bán mảnh đất nghỉ dưỡng tại Yên Bài cách HN 41km,"5,8 tỷ",1.000,m²,Đường Yên Bài,Xã Yên Bài,Hà Nội,2025-10-20,17364680,,Cần bán,4m,"Đất thổ cư, đất ở",,,,,,,,,,
MẶT TIỀN VỊ TRÍ VIP NGAY TRIỆU NỮ VƯƠNG- 2 PHÚT TỚI CHỢ CỒN- GO! ĐÀ NẴNG- TRUNG TÂM,"9,9 tỷ",80,m²,Đường Đoàn Thị Điểm,Phường Hải Châu,Đà Nẵng,2025-10-21,16932807,,Cần bán,"5,5m",Nhà mặt tiền,,,,4,4,yes,yes,yes,yes,
