title,price,size,unit,streetAddress,addressLocality,addressRegion,time_update,post_id,direction,listing_type,road_width,property_type,legal_documents,width,length,num_floors,num_bedrooms,has_dining_room,has_kitchen,has_rooftop,has_parking,is_owner
"SỞ HỮU NGAY NHÀ 3 TẦNG CAO CẤP – KHU BELLA 1, Q2 – 3 TẦNG – 83M² – GIÁ 10,8 TỶ","10,8 tỷ",83,m²,,,Hồ Chí Minh,2025-10-11,17341141,,Cần bán,6m,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,"5,2m",16m,3,4,,,,,
"NHÀ MẶT TIỀN SẦM UẤT CÁCH QUỐC LỘ 22 CHỈ 100m_ DT 5x33 (THỔ CƯ 163m2)_GIÁ CỰC HIẾM 6,58ty","6,58 tỷ",163,m²,Đường Xuân Thới 3,Xã Xuân Thới Sơn,Hồ Chí Minh,2025-10-14,17452007,,Cần bán,10m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,,1,2,,,,,
"Bán nhà 7 tầng thang máy, ngõ ô tô tránh phố Mạc Thái Tổ","35,5 tỷ",50,m²,Đường Mạc Thái Tổ,Phường Yên Hòa,Hà Nội,2025-10-10,17472202,,Cần bán,7m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m",12m,7,4,,,,,
"🌟 Siêu Phẩm Căn Hộ 2 MT Sơn Trà  – PCCC & Thang Máy Full, Gần Biển, Gần Sông - Doanh Thu",20 tỷ,123,m²,Đường Dương Vân Nga,Phường Sơn Trà,Đà Nẵng,2025-10-10,17471509,,Cần bán,"7,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,3m",,6,12,yes,yes,yes,yes,
"PHÂN LÔ, LÔ GÓC, Ô TÔ 16 CHỖ, TRUNG TÂM THANH XUÂN","13,5 tỷ",35,m²,Phố Vương Thừa Vũ,Phường Khương Đình,Hà Nội,2025-10-10,17471044,,Cần bán,4m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,9m,5,5,yes,yes,yes,yes,
"Bán gấp 10 nền đất thổ cư 74m2, đường Đình Phong Phú, Q9, TP HCM. Sổ đỏ, giá 5.75 tỷ.","5,75 tỷ",74,m²,Đường Đình Phong Phú,Phường Tăng Nhơn Phú,Hồ Chí Minh,2025-10-08,17457010,,Cần bán,6m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,4m,"18,5m",,,,,,,
"Nhà Dân xây Trại Lẻ, Quán Nam, Kênh Dương, Lê Chân, Hải Phòng","4,55 tỷ",58,m²,Đường Trại Lẻ,Phường Lê Chân,Hải Phòng,2025-10-08,16930925,Tây Bắc,Cần bán,"2,6m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,,4,3,,,,,
"Nhà Thiên Lôi 4 tầng đẹp kinh doanh buôn bán sầm uất,mặt ngõ thông,ô tô đỗ cửa.","5,15 tỷ",48,m²,Đường Chợ Đôn,Phường An Biên,Hải Phòng,2025-10-08,17450671,Tây,Cần bán,4m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,,4,4,yes,yes,yes,yes,
Bán đất thổ cư DT 100m2 - Mặt tiền Đường D21 - Khu Đô Thị Dầu Giây (KDC A1- C1),"3,2 tỷ",100,m²,Đường D21,Phường Dầu Giây,Đồng Nai,2025-10-08,17450459,Tây,Cần bán,28m,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,5m,20m,,,,,,,
Bán nhà mặt tiền Điện Biên Phủ- 100m ngang 5m- sẵn thang máy - 15tỷ500,"15,5 tỷ",100,m²,Đường Điện Biên Phủ,Phường Bắc Nha Trang,Khánh Hòa,2025-10-07,17448484,Bắc,Cần bán,20m,Nhà mặt tiền,,5m,20m,4,4,yes,yes,yes,yes,
TRỤC ĐƯỜNG KINH DOANH SÔI ĐỘNG QUẬN 10.HẺM XE HƠI SƯ VẠN HẠNH P13 Q10,"18,5 tỷ",68,m²,Đường Sư Vạn Hạnh,Phường Hòa Hưng,Hồ Chí Minh,2025-10-06,17441175,Tây Nam,Cần bán,6m,Nhà trong hẻm,,"4,5m",15m,4,6,yes,yes,,,
"Bán căn hộ đẹp tại Destino Centro, 1,5 tỷ, 60 m2, nhiều tiện ích","1,5 tỷ",55,m²,Quốc lộ 1A,Xã Mỹ Yên,Tây Ninh,2025-10-06,17439946,,Cần bán,30m,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,6m,9m,20,2,,,,,
Cần bán siêu phẩm nghỉ dưỡng S= 500m2 có 400m2 ONT - CLN. Đất vuông vắn - Sẵn sổ Hồng,2 tỷ,500,m²,Quốc lộ 21A,Xã Cao Dương,Phú Thọ,2025-10-06,17115399,Đông,Cần bán,6m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,20m,25m,,,,,,,
CẦN BÁN GẤP CĂN BIỆT THỰ 3 MẶT TIỀN NẰM TRONG KHU NGHỈ DƯỠNG BEVERLY HILL,"5,5 tỷ",480,m²,Đường Liên Xã,Xã Liên Sơn,Phú Thọ,2025-10-06,17183060,,Cần bán,7m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,18m,25m,,,,,,,
BÁN NHÀ 1 TRỆT 1 LẦU MẶT TIỀN Ô TÔ 7M ĐI BÃI TRƯỚC 8p,"4,8 tỷ",75,m²,Đường Thắng Nhì,Phường Vũng Tàu,Hồ Chí Minh,2025-10-06,17395398,,Cần bán,7m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,"16,5m",1,3,,yes,,yes,
"🏡 Bán Nhà Trung Tâm TP. Vũng Tàu – Hẻm Ô Tô, Gần UBND & Chợ P.1 – Sổ Hồng Riêng","3,4 tỷ",40,m²,Đường Lý Thường Kiệt,Phường Vũng Tàu,Hồ Chí Minh,2025-10-06,17363607,,Cần bán,5m,Nhà trong hẻm,,"2,9m","16,5m",1,2,,yes,,,
Bán Nhà Mặt Tiền Đường Kên Tân Hoá. Quận Tân Phú ( 72x50m = 3117m2 Đất Ở ) giá 90 triệu/m,300 tỷ,3.117,m²,Đường Kênh Tân Hóa,Phường Tân Phú,Hồ Chí Minh,2025-10-14,17333233,,Cần bán,30m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,72m,50m,7,100,,,,,
Chính chủ bán nhà vị trí sinh lời cao,7 tỷ,32,m²,Đường Ngọc Trục,Phường Đại Mỗ,Hà Nội,2025-10-06,17437571,,Cần bán,5m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,45m",8m,5,3,yes,yes,yes,,
"Dịch vụ tư vấn, môi giới bán nhanh các nền đất đẹp tại KDC Phú Nhuận P. PLB giá tốt 73tr/m",73 triệu / m²,384,m²,Đường Liên Phường,Phường Phước Long,Hồ Chí Minh,2025-10-15,17385432,Đông Bắc,Cần bán,12m,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,14m,27m,,,,,,,
"Bán khách sạn boutique 4 sao đẹp ,giá rẻ hơn thị trường 40%.",38 tỷ,300,m²,Đường Võ Văn Kiệt,Phường An Hải,Đà Nẵng,2025-10-05,8899767,,Cần bán,6m,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,12m,30m,5,17,yes,yes,yes,yes,
Bán đất đẹp dính quy hoạch sau lưng trường THCS Nguyễn Tri Phương,"1,35 tỷ",69,m²,Đường Nguyễn Lộ Trạch,Phường Vỹ Dạ,Huế,2025-10-05,15838939,,Cần bán,"3,5m","Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,10m,6m,1,1,,,,,
"Chính chủ bán 57m2 đất Vĩnh Thanh sát cầu Nhật Tân, Tứ Liên","7,1 tỷ",57,m²,Đường Trường Sa,Xã Vĩnh Thạnh,Hà Nội,2025-10-04,17430201,,Cần bán,4m,"Đất thổ cư, đất ở",,4m,,,,,,,,
"Bán Đất đường Tây Sơn, Dt : 293m2 ,Hướng Đông Nam. Gần ao cá bác hồ , công ty Dược BIDIFAR","6,19 tỷ",293,m²,Đường Tây Sơn,Phường Quy Nhơn Nam,Gia Lai,2025-10-04,17428745,Đông Nam,Cần bán,12m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"13,5m","21,7m",,,,,,,
"NHÀ 5 TẦNG NGAY AEON TÂN PHÚ - NGANG 4.3M NỞ HẬU 5M - HẺM 4M, KHU DÂN TRÍ - CHỈ 6.68 TỶ T","6,68 tỷ",50,m²,Đường Đoàn Giỏi,Phường Tân Sơn Nhì,Hồ Chí Minh,2025-10-04,17351820,,Cần bán,4m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,3m","11,2m",5,4,,,,,
🌟 BÁN ĐẤT 2 MẶT TIỀN MAI CHÍ THỌ – BÙI THIỆN NGỘ 🌟,"17,5 tỷ",182,m²,Đường Mai Chí Thọ,Phường Hòa Xuân,Đà Nẵng,2025-10-03,17425391,Tây Bắc,Cần bán,10m,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,"8,25m","23,6m",,,,,,,
"🔥🔥Cặp Đất Mặt Tiền Dương Đình Nghệ – 235m², Rẻ Nhất Thị Trường – Gặp Quốc Bảo Luxury",47 tỷ,235,m²,Đường Dương Đình Nghệ,Phường An Hải,Đà Nẵng,2025-10-14,17408193,,Cần bán,"7,5m","Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,10m,,,,,,,,
Bán nhà đường Nguyễn Lạc - 1 trệt 2 lầu - vị trí kinh doanh đắc địa,"8,9 tỷ",68,m²,Đường Nguyễn Lạc,Phường Quy Nhơn,Gia Lai,2025-09-30,17252436,Đông Nam,Cần bán,5m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,4m","20,15m",2,3,yes,yes,,,
Thửa 548 phường 14 go vấp - 83m2 - 5tỷ 7,"5,7 tỷ",83,m²,Đường Phan Huy Ích,Phường An Hội Tây,Hồ Chí Minh,2025-09-30,17403716,Tây Nam,Cần bán,"3,5m","Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"4,5m","18,3m",,,,,,,
Full nội thất -  xe hơi đậu trước cửa - 4 tầng - 5tỷ 9,"5,9 tỷ",32,m²,Đường Quang Trung,Phường An Hội Tây,Hồ Chí Minh,2025-09-30,17403281,Đông Nam,Cần bán,12m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,4m",12m,4,3,yes,yes,yes,yes,
CẦN BÁN NHANH CẮT LỖ 300TR CĂN GRAND CENTER 2 PHÒNG NGỦ 68m2,"1,325 tỷ",68,m²,Đường Nguyễn Tất Thành,Phường Quy Nhơn,Gia Lai,2025-09-29,17396654,Đông Bắc,Cần bán,,Căn hộ chung cư,Giấy tờ hợp lệ,8m,"8,5m",22,2,yes,yes,,yes,
"BÁN TÒA CHDV 9 TẦNG, 109M2, DÒNG TIỀN 250 triệu/tháng, Ngõ oto tại Hoàng Cầu.",42 tỷ,109,m²,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Hà Nội,2025-09-29,16877406,,Cần bán,5m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,2m",19m,9,32,yes,yes,yes,yes,
Chính chủ bán nhà hẻm rộng 4*9 Điện Biên Phủ sát Nguyễn Bỉnh Khiêm Q1,"6,3 tỷ",36,m²,Đường Điện Biên Phủ,Phường Gia Định,Hồ Chí Minh,2025-09-26,17185833,,Cần bán,6m,Nhà trong hẻm,,"4,04m",9m,2,2,,,,,
"Tập thể Ngọc Khánh, Ba Đình - 42/85m - 3 ngủ - Tái định cư tại chỗ","4,9 tỷ",85,m²,Phố Ngọc Khánh,Phường Giảng Võ,Hà Nội,2025-09-25,17301201,,Cần bán,6m,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,,,4,3,,,,,
"BÁN LÔ ĐẤT 5X16 CẠNH NHÀ THỜ TÂN TRIỀU, PHƯỜNG TÂN TRIỀU CHỈ 1 TỶ 050 THƯƠNG LƯỢNG","1,05 tỷ",80,m²,Hương Lộ 9,Phường Tân Triều,Đồng Nai,2025-10-14,17311371,,Cần bán,8m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,16m,,,,,,yes,
Lô góc 88m2 Châu Phong dòng tiền 50 triệu/năm đường 3 ô tô đua,"9,2 tỷ",88,m²,,Xã Thư Lâm,Hà Nội,2025-09-22,17352480,,Cần bán,9m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,,1,,,,,,
BÁN ĐẤT MẶT TIỀN ĐƯỜNG THÔN TÂY - BẮC NHA TRANG (VĨNH PHƯƠNG CŨ). GIÁ chỉ 13.8tr/m2,"2,08 tỷ",150,m²,Đường Lương Đắc Bằng,Phường Bắc Nha Trang,Khánh Hòa,2025-09-19,17334612,Bắc,Cần bán,6m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,,,,,,,,
"BÁN KHÁCH SẠN 67 TỶ MẶT ĐƯỜNG TRẦN PHÚ NHA TRANG , KHÁNH HOÀ",67 tỷ,93,m²,Đường Trần Phú,Phường Nha Trang,Khánh Hòa,2025-09-18,17324920,Đông,Cần bán,26m,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,12m,8m,8,29,,,,,
"⁉️ Thời buổi đất Phù Lỗ sốt lên giá từng ngày thì tìm đâu ra 1 em vừa đẹp, vừa full thổ cư","2,4 tỷ",68,m²,Đường Quốc Lộ 3,Xã Sóc Sơn,Hà Nội,2025-09-16,17316873,,Cần bán,3m,"Đất thổ cư, đất ở",,"4,25m",16m,,,,,,,
"Bán biệt thự - KĐT An Phú, Dương Nội, Hà Đông (Chính chủ)","44,6 tỷ",203,m²,Đường An Hưng 6,Phường Dương Nội,Hà Nội,2025-09-15,17204648,,Cần bán,8m,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,9m,"22,5m",4,6,,,,,
"Tôi cần bán nhà Số 6 + 8 Phố Bạch Mai. 69m - Mặt tiền 5,8m - Ngõ sau ô tô tránh - 32,6 tỷ","32,6 tỷ",69,m²,Phố Bạch Mai,Phường Bạch Mai,Hà Nội,2025-09-15,17287184,,Cần bán,25m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,8m",12m,6,6,,,,,
"KHU PHÂN LÔ HOÀNG BẬT ĐẠT, ĐƯỜNG 8M, DT 65 M2 X 5 TẦNG, CHỈ 7 TỶ 400","7,4 tỷ",65,m²,Đường Hoàng Bật Đạt,Phường Tân Sơn,Hồ Chí Minh,2025-09-15,16916535,,Cần bán,8m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,16m,5,7,yes,yes,yes,yes,
"BIỆT THỰ SIÊU VIP GIÁP KHU CƯ XÁ BẮC HẢI, 235 M2 x 3 tầng, Ngang 12M, chỉ 23 tỷ",23 tỷ,235,m²,Đường Đất Thánh,Phường Tân Sơn Nhất,Hồ Chí Minh,2025-09-15,16894214,,Cần bán,7m,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,12m,18m,3,5,yes,yes,yes,yes,
"CHÍNH CHỦ CẦN BÁN GẤP NÊN BÁN RẺ ẤP HÒA QƯỚI, XÃ HÒA TÂN, TỈNH ĐỒNG THÁP","2,24 tỷ",8.000,m²,,Xã Tân Nhuận Đông,Đồng Tháp,2022-07-18,10025502,,Cần bán,,"Đất nông, lâm nghiệp",,,,,,,,,,
Bán đất Tập thể càu đường kiến hưng CĂN GÓC HIẾM - KINH DOANH ĐỈNH 43m2 mt18m ôtô đỗ 10.9t,"10,9 tỷ",43,m²,,Phường Kiến Hưng,Hà Nội,2025-10-15,16286217,,Cần bán,10m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"4,5m","14,5m",2,2,yes,yes,yes,yes,
🏠 BÁN NHÀ NGUYỄN VĂN TRỖI – HÀ ĐÔNG | 63M² – GIÁ CHỈ 12.5 TỶ | GẦN HỒ – MT5.2M – SỔ ĐẸP,"12,5 tỷ",63,m²,Phố Nguyễn Văn Trỗi,Phường Hà Đông,Hà Nội,2025-10-15,16668987,,Cần bán,"2,5m",Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,2m",13m,4,4,yes,yes,yes,yes,
"Bán đất Trục Chính tại Xã Liên Chung, Tân Yên, Bắc Giang diện tích 100m2 giá 1.6 tỷ","1,6 tỷ",100,m²,,Xã Phúc Hòa,Bắc Ninh,2025-10-15,15855965,,Cần bán,10m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,20m,,,,,,yes,
Bán 100m² đất đấu giá Liên Chung – Tân Yên – ô tô tải tránh – chỉ 1.6x tỷ,"1,612 tỷ",100,m²,,Xã Phúc Hòa,Bắc Ninh,2025-10-15,17036924,,Cần bán,10m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,20m,,,,,,yes,
Bán mảnh đất Cổng đồng La Khê 50m2 Mặt tiền 4m kinh doanh vỉa hè ô tô tránh hơn 12 tỷ,"12,345 tỷ",50,m²,,Phường Dương Nội,Hà Nội,2025-10-15,15838738,,Cần bán,15m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,4m,"12,5m",,,,,,yes,
Bán mảnh đất vị trí vàng Hà Trì 1 Hà đông còn sót lại 52m2 MT4.5m ô tô ngủ trong nhà 8.2tỷ,"8,2 tỷ",52,m²,Đường Hà Trì 1,Phường Hà Đông,Hà Nội,2025-10-15,15013538,,Cần bán,4m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"4,5m","12,5m",,,,,,yes,
Bán đất đấu giá Liên Chung Tân Yên 100m2 mặt tiền 5m trục chính kD Xe tải tránh 1.6ty,"1,6 tỷ",100,m²,,Xã Phúc Hòa,Bắc Ninh,2025-10-15,15705828,,Cần bán,12m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,20m,,,,,,yes,
"💥 BÁN LÔ ĐẤT HÒA TIẾN Đ5M THÔNG CÁCH ĐƯỜNG NHỰA 100M, DÂN ĐÔNG",6 triệu / m²,235,m²,Quốc lộ 1A,Xã Hòa Tiến,Đà Nẵng,2025-10-14,17489368,Đông,Cần bán,5m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,9m,29m,,,,,,,
🌟 BÁN ĐẤT TỔ 8 THẠCH BÀN — CỔ LINH / BÁT KHỐI 🌟 ✅ Diện tích: 40 m²  Giá 5.3 Tỷ Ngõ Thông,"5,3 tỷ",40,m²,Đường Bát Khối,Phường Long Biên,Hà Nội,2025-10-16,17458332,,Cần bán,3m,"Đất thổ cư, đất ở",,"3,6m",11m,,,,,,,
"Bán nhanh đất nền KDC Sở văn Hóa Thông tin Q9, dự án sổ đỏ, P.Phú Hữu, TP Thủ Đức",69 triệu / m²,100,m²,Đường Liên Phường,Phường Long Trường,Hồ Chí Minh,2025-10-16,2807437,Đông Nam,Cần bán,12m,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,5m,20m,,,,,,,
"Hòa Xuân, định cư khi tốt tại Đà Nẵng","5,35 tỷ",100,m²,Đường Hói Kiểng 23,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-15,17489338,,Cần bán,7m,Nhà mặt tiền,,5m,20m,5,20,,,,yes,
Hiếm phước kiển Nhà 3 tầng 5pn 4*18 Mt 7m Shr Giá 5 tỷ 2,"5,2 tỷ",68,m²,Đường Lê Văn Lương,Xã Nhà Bè,Hồ Chí Minh,2025-10-15,17482626,,Cần bán,7m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,17m,3,5,yes,yes,yes,yes,
Nhà gần Lotte Quận 7. 5*26m 3 tầng 4pn 5wc Sh riêng 7.2 tỉ,"7,2 tỷ",130,m²,Đường Lê Văn Lương,Xã Nhà Bè,Hồ Chí Minh,2025-10-14,17481362,,Cần bán,7m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,26m,3,4,yes,yes,yes,yes,
"ĐẤT DỰ ÁN NGUYỄN V.TẠO 8188M2, LONG THỚI, CHỈ 180 Tỉ",180 tỷ,8.188,m²,Đường Nguyễn Văn Tạo,Xã Hiệp Phước,Hồ Chí Minh,2025-10-16,17472893,,Cần bán,20m,"Đất nông, lâm nghiệp",Sổ hồng/ Sổ đỏ,70m,170m,,,,,,,
🔥 220m2 MẶT TIỀN phường Cam Ly FULL Thổ Cư - xây dựng Liên kế 80% HIẾM chỉ 15 tỷ,15 tỷ,220,m²,Đường Đa Minh,Phường Cam Ly - Đà Lạt,Lâm Đồng,2025-10-15,17357186,Bắc,Cần bán,10m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,15m,,1,2,,,,,
"Cần bán lô đất tại Thăng Bình, cách quốc lộ 1A chỉ 500m đường nhựa 7.5m dân cư đông","6,5 triệu / m²",190,m²,Quốc lộ 1A,Xã Thăng Bình,Đà Nẵng,2025-10-13,17489258,Đông,Cần bán,17m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,8m,20m,,,,,,,
"SIÊU HIẾM, RẺ NHẤT NGUYỄN TRUNG TRỰC, DIỆN TÍCH LỚN 133M2, NGANG 6M NỞ HẬU, NHÀ 3 TẦNG,10T","10,5 tỷ",133,m²,Đường Nguyễn Trung Trực,Phường Sơn Trà,Đà Nẵng,2025-10-16,17478168,,Cần bán,"7,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,22m,3,4,,,,,
"🏡 BÁN NHÀ 2.5 TẦNG SÁT NGUYỄN VĂN THOẠI – VỊ TRÍ SIÊU VIP  HOMESTAY - 115m2, Nhĩnh 11 tỏi","11,2 tỷ",115,m²,Đường Nguyễn Văn Thoại,Phường An Hải,Đà Nẵng,2025-10-16,17482424,,Cần bán,"5,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,2m",25m,2,3,yes,yes,yes,yes,
"Nhà phố Trịnh Công Sơn, 5 tầng, 60m2, gần hồ Tây, kinh doanh, nhỉnh 15 tỷ","15,8 tỷ",60,m²,Phố Trịnh Công Sơn,Phường Hồng Hà,Hà Nội,2025-10-16,17480724,,Cần bán,3m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,,5,4,,,,,
"BÁN NHÀ HẺM XE HƠI ĐÔ ĐỐC LONG, TÂN PHÚ, 13 TỶ TL",13 tỷ,103,m²,Đường Đô Đốc Long,Phường Phú Thọ Hòa,Hồ Chí Minh,2025-10-15,17482693,,Cần bán,10m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,4,5,yes,yes,yes,yes,
"Chỉ hơn 21 tỷ có ngay Nhà mặt phố Thái Hà 31m2 /26, 5 tầng, mặt tiền 4m gần ngã 4 Chùa Bộc",21 tỷ,31,m²,Phố Thái Hà,Phường Đống Đa,Hà Nội,2025-10-15,17380156,,Cần bán,40m,Nhà mặt tiền,,4m,8m,5,4,,,,,
Building văn phòng Mặt phố Trung Kính - 90m2 - mặt tiền 5.5m - 45 tỷ - hè 5m - 100 tr/thág,45 tỷ,90,m²,Phố Trung Kính,Phường Yên Hòa,Hà Nội,2025-10-15,17382886,,Cần bán,40m,Nhà mặt tiền,,"5,5m","16,5m",6,10,,,,,
Tòa Căn hộ Apartment Lê Thanh Nghị - 110 m2 - 28 P - 140 triệu/1 th - đường 8m ôtô - 36 tỷ,36 tỷ,110,m²,Phố Lê Thanh Nghị,Phường Bạch Mai,Hà Nội,2025-10-15,17383004,,Cần bán,8m,Nhà trong hẻm,,5m,22m,8,28,,,,,
"BÁN CĂN 1PN - 2PN - 3PN ECOLIFE GIÁ NGỘP, CÓ SỔ","1,25 tỷ",64,m²,Đường Điện Biên Phủ,Phường Quy Nhơn Đông,Gia Lai,2025-10-15,12529978,,Cần bán,20m,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,,,15,2,yes,yes,yes,yes,
"MẶT TIỀN NGUYỄN ẢNH THỦ , P.HIỆP THÀNH , QUẬN 12 – NGAY CỔNG KHU CÔNG NGHIỆP – GIÁ 24 TỶ",24 tỷ,280,m²,Đường Nguyễn Ảnh Thủ,Phường Tân Thới Hiệp,Hồ Chí Minh,2025-10-14,17488519,,Cần bán,16m,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,25m,1,2,,,,,
"NHÀ MẶT TIỀN 8M – CÁCH NGUYỄN ẢNH THỦ CHỈ 10M – KINH DOANH ĐA NGÀNH, CÓ 4 PHÒNG TRỌ 6.5 TỶ","6,5 tỷ",112,m²,Đường Nguyễn Ảnh Thủ,Phường Tân Thới Hiệp,Hồ Chí Minh,2025-10-14,17488597,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,25m,3,4,,,,,
"Bán nhà 3 tầng hai mặt tiền gần Tiểu La, diện tích 100m², giá 12.7 tỷ – Hòa Cường Bắc","12,7 tỷ",100,m²,Đường Tiểu La,Phường Hòa Cường,Đà Nẵng,2025-10-16,17488856,,Cần bán,"5,5m",Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,5m","15,2m",3,4,yes,yes,yes,yes,
"Bán Nhà Hiệp Thành 13. 60m2, 2 Tầng BTCT, Đường 5m Thông,xe hơi ngủ trước nhà.","4,25 tỷ",60,m²,Đường Hiệp Thành 13,Phường Tân Thới Hiệp,Hồ Chí Minh,2025-10-15,17193780,,Cần bán,5m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,1,3,yes,yes,,yes,
"Bán Lô Đất Siêu Đẹp Đường 10m Thông Tứ Tung,2 mặt Tiền, ngang 5m, giá rẻ nhất khu vực","4,5 tỷ",112,m²,Đường Hậu Lân,Xã Bà Điểm,Hồ Chí Minh,2025-10-15,17460315,,Cần bán,10m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,5m,23m,,,,,,,
"Bán Nhà Tân Xuân,115m2,2 Tầng ngang 8m, Đường 6m thông tứ tung. Chia làm 2 căn.","5,2 tỷ",115,m²,Đường Mỹ Hòa,Xã Hóc Môn,Hồ Chí Minh,2025-10-15,17126755,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,8m,15m,1,3,yes,yes,,yes,
"BÁN KHÁCH SẠN 15 tầng, CẠNH  BỜ HỒ, 305m, 750 tỷ",750 tỷ,305,m²,Phố Lò Sũ,Phường Hoàn Kiếm,Hà Nội,2025-10-14,16779527,,Cần bán,20m,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,5m,61m,15,69,yes,yes,yes,yes,
"Bán Nhà Nguyễn Văn Quá Q12 - 70M2(5 x14 )- 2Tầng- HXH- Chỉ 7,35 Tỷ","7,35 tỷ",70,m²,Đường Nguyễn Văn Quá,Phường Đông Hưng Thuận,Hồ Chí Minh,2025-10-16,17486587,,Cần bán,6m,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,14m,1,3,yes,yes,,yes,
"💥 LÔ ĐẤT KIỆT OTO MAI ĐĂNG CHƠN – GẦN LÀNG ĐẠI HỌC – GIÁ CHỈ 3,6 TỶ- Diện tích 139 m","3,6 tỷ",139,m²,Đường Mai Đăng Chơn,Phường Ngũ Hành Sơn,Đà Nẵng,2025-10-16,17478785,,Cần bán,34m,Nhà trong hẻm,Giấy tờ hợp lệ,"5,6m",35m,,,,,,,
CẦN BÁN GẤP 70M KINH DOANH TT QUANG MINH- GIÁ RẺ - SÁT VÁCH KCN QUANG MINH,Thỏa thuận,70,m²,Đường Quang Minh,Xã Quang Minh,Hà Nội,2025-10-15,11300884,Tây Nam,Cần bán,5m,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,"4,2m","16,5m",,,,,,,
